WKT,ResourceID,PRN TYPE,External Cross Reference Source,External Cross Reference Number,External Cross Reference Notes,Heritage Asset Name,Name Type,Artefact/Ecofact Type,Material,ArtefactType PERIOD,Artefact/Ecofact Type PERIOD FROM,Artefact/Ecofact Type PERIOD TO,Description,Description Type,Easting,Northing,Inscription Content,Inscription Language,Inscription Note,Inscription Script,Translation,Compiler,Date of Compilation,Date of Last Update,Dimension Type,Dimension Measurment Unit,Dimension Value,Recovery Method,Storage Location,Storage Reference Number
POINT (-0.536557622592827 53.2333708327572),8B2E9AB1-B07C-4095-A484-CCEDF6D6EB41,,Lincoln Heritage Database Event No,1557,,"""Roman Terra Sigillata, Bishops Old Palace""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman terra sigallata""",Summary,497779,371703,,,,,,,,,,,,Chance find,The Collection,56.32
POINT (-0.511009006531405 53.230869939492),8C23A14A-8F96-4E5F-8109-CC1F4FF41DF2,,Lincoln Heritage Database Event No,10658,,"""Roman Bronze Strap Distributor, 362-364 Monks Road""",Primary,STRAP FITTING,BRONZE,Roman,0043,0410,"""Find of small Roman bronze strap distributor, with RB pottery""",Summary,499490,371460,,,,,,,,,,,,Chance find,,
POINT (-0.559112857540634 53.2059575433747),8C534B8D-E7CF-4507-9B58-6BF5DD48E808,,Lincoln Heritage Database Event No,10663,,"""Roman Coin, 27 Lakeview Road""",Primary,COIN,METAL,Roman,0043,0410,"""Find of Roman coin; a sestertius of Severus Alexander AD 222-235. Reverse PONTIF MAX TRP II COS PP, SC; Obverse IMP CAES M AVR SEV ALEXANDER AVG. Mint of Rome AD 223""",Summary,496335,368623,,,,,,,,,,,,Chance find,,
POINT (-0.508823184740262 53.2325506520805),8D666A13-C079-47EB-B8C7-2F227B1E5E7E,,Lincoln Heritage Database Event No,3213,,"""Tombstone, Monks Road, Greetwell""",Primary,TOMBSTONE,STONE,Uncertain,,,"""Tombstone found in garden (north of the east end of Monks Road)  SOURCE??""",Summary,499632,371650,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.534870451045844 53.2406586804319),8D6F7D3F-F05A-427F-8525-8944B57CFA9E,,Lincoln Heritage Database Event No,1625,,"""Roman Samian Pottery, Newport cemetery""",Primary,FIGURINE,CERAMIC,Roman,0043,0410,"""Arm of small figurine and Samian pottery""",Summary,497875,372516,,,,,,,,,,,,Chance find,The Collection,56.6
,8D6F7D3F-F05A-427F-8525-8944B57CFA9E,,,,,,Primary,SHERD,CERAMIC,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.534790694796792 53.2311466646226),8DE3E679-3B48-49D7-92F3-344DE37519FA,,Lincoln Heritage Database Event No,1464,,"""Roman Cinerary Urn, School of Art""",Primary,CINERARY VESSEL,CERAMIC,Roman,0043,0410,"""Roman cinerary urn""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9635.06
POINT (-0.548285543088097 53.2130987696217),8FE70E17-736D-4756-84C9-3CCEB1FBE94E,,Lincoln Heritage Database Event No,1661,,"""Metal finds, Site of St Catherines Priory""",Primary,PLAQUE,METAL,Medieval,1066,1540,"""Memorial brass and small bronze container""",Summary,497042,369432,,,,,,,,,,,,Chance find,The Collection,132.8
,8FE70E17-736D-4756-84C9-3CCEB1FBE94E,,,,,,Primary,BOX,BRONZE,Medieval,1066,1540,,Summary,,,,,,,,,,,,,,,,
POINT (-0.525722351973579 53.2378130445576),90BE7510-A560-46AF-AB7F-279C510D2C51,,Lincoln Heritage Database Event No,1554,,"""Roman Urn, Corner of Lee and Wragby Roads""",Primary,URN,CERAMIC,Roman,0043,0410,"""Find of a Roman urn (rustic)""",Summary,498492,372212,,,,,,,,,,,,Chance find,The Collection,40.32
POINT (-0.54516796401719 53.2158295666821),90D23845-526F-4A9A-8D9E-C021032E5F75,,Lincoln Heritage Database Event No,1592,,"""Medieval Crucifix Figure, Campions Garage""",Primary,CRUCIFIX,METAL,Medieval,1066,1540,"""13th century Limoges crucifix figure""",Summary,497244,369740,,,,,,,,,,,,Chance find,The Collection,19.39
POINT (-0.536659084206135 53.2299560149709),90F0CDF8-BAB7-4392-AD70-1F2CB829E5FA,,Lincoln Heritage Database Event No,1556,,"""Roman Altar, Duke of Wellington, 37 Broadgate""",Primary,ALTAR,STONE,Roman,0043,0410,"""Roman altar discovered at pub during rebuilding work with a portion of defences wall in cellar 12 ft (3.66m) thick.""",Summary,497780,371323,,,,,,,,,,,,Chance find,The Collection,54.32
POINT (-0.53937573546696 53.2289285579254),91584B2C-9261-4D10-B487-23B3448BDF27,,Lincoln Heritage Database Event No,1631,,"""Medieval Pitcher, Saltergate (Woolworths site)""",Primary,PITCHER,CERAMIC,Medieval,1066,1540,"""Medieval pitcher""",Summary,497601,371205,,,,,,,,,,,,Chance find,The Collection,40.61
POINT (-0.509807858429569 53.2309448255213),92625B78-C282-470B-8073-16D52CB8FC56,,Lincoln Heritage Database Event No,1529,,"""Roman Plaster Pieces, Greetwell Villa""",Primary,WALL PLASTER,PLASTER,Roman,0043,0410,"""Roman plaster pieces""",Summary,499570,371470,,,,,,,,,,,,Chance find,The Collection,303.12
POINT (-0.540660340145346 53.2136169380575),92EED43C-065A-4BDB-8F13-9FCD2AE90CD8,,Lincoln Heritage Database Event No,1666,,"""Roman Pottery Sherds, South Common""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""RB pottery sherds. Found in sand pit and associated with 96.81 and 97.81. Exact location unknown""",Summary,497550,369500,,,,,,,,,,,,Chance find,The Collection,106.81
POINT (-0.509807858429569 53.2309448255213),93D11C6E-EE94-4261-B0FC-11C728488C74,,Lincoln Heritage Database Event No,1548,,"""Bronze Fibula, Greetwell Villa""",Primary,BROOCH,BRONZE,Uncertain,,,"""Celtic bronze fibula""",Summary,499570,371470,,,,,,,,,,,,Chance find,The Collection,94.15
POINT (-0.534790694796792 53.2311466646226),94083886-FF85-48C0-BCBB-9D122FD2FA00,,Lincoln Heritage Database Event No,1434,,"""Roman Vessel, School of Art""",Primary,POT,CERAMIC,Roman,0043,0410,"""Roman vessel. Not perfect""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9282.06
POINT (-0.532758308951726 53.2327487903801),941A5F23-4E06-4B42-8357-342FF10B41A2,,Lincoln Heritage Database Event No,342,,"""Roman tombstone and architectural fragments, 17 and 18 Lindum Road""",Primary,ARCHITECTURAL FRAGMENT,STONE,Roman,0043,0410,"""Location uncertain. Stonework recovered from this address in the 19th century included the tombstone of Lucius Sempronius Flavinus. Originally thought to have been incorporated in the town wall, the distance away may mean they were part of some extra-mural building occupying a site on the hill brow. It has been suggested that perhaps 17/18 were nearer the defences, but there are simply not enough houses between Clasketgate and Greestone Stairs to permit such a numbering (unless pre-1857, there was a system of numbering eg, from north to south, which was changed pre-1857).""",Summary,498034,371639,,,,,,,,,,,,Chance find,,
,941A5F23-4E06-4B42-8357-342FF10B41A2,,,,,,Primary,TOMBSTONE,STONE,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.530853164013992 53.2332557136069),942B819C-9F36-4DD2-94C9-B487B56025D0,,Lincoln Heritage Database Event No,10648,,"""Roman Samian Pottery, Upper Lindum Street""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Find of Roman pottery by Corporation workmen; a samian ware base with stamp - MASCVLVS a potter of La Graufesenque, 1st C AD, Claudius to early Vespasian.""",Summary,498160,371698,,,,,,,,,,,,Chance find,,
POINT (-0.533906519977707 53.2311537721431),94702276-7D43-4EC0-928A-7247B7ADE039,,Lincoln Heritage Database Event No,1619,,"""Roman and Medieval Pottery, Technical College""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman and medieval pottery""",Summary,497961,371460,,,,,,,,,,,,Chance find,The Collection,41.58
,94702276-7D43-4EC0-928A-7247B7ADE039,,,,,,Primary,SHERD,CERAMIC,Medieval,1066,1540,,Summary,,,,,,,,,,,,,,,,
POINT (-0.540836224692827 53.2273912379985),95D94909-0AA2-420B-9EF8-3D44F34B402B,,Lincoln Heritage Database Event No,1512,,"""Medieval Pottery, 316 High Street""",Primary,ARCHITECTURAL FRAGMENT,,Medieval,1066,1540,"""Medieval and post-medieval pottery, a carved stone fragment and a skull, found during the construction of Barclays Bank""",Summary,497507,371032,,,,,,,,,,,,Chance find,The Collection,68.73
,95D94909-0AA2-420B-9EF8-3D44F34B402B,,,,,,Primary,HUMAN REMAINS,Bone,Uncertain,,,,Summary,,,,,,,,,,,,,,,,
POINT (-0.537349413976331 53.2308005246105),97605AEE-86D7-4949-A798-AF9366B77DA3,,Lincoln Heritage Database Event No,1638,,"""Early medieval pot, Danesgate House""",Primary,POT,CERAMIC,Early Medieval,0410,1066,"""Saxo-Norman pot with rouletted decoration on shoulder""",Summary,497732,371416,,,,,,,,,,,,Chance find,The Collection,6.67
POINT (-0.534790694796792 53.2311466646226),97F4DFAD-2553-4B90-B2D0-50CA55229295,,Lincoln Heritage Database Event No,1441,,"""Decorated Vessel, School of Art""",Primary,POT,CERAMIC,Uncertain,,,"""Large decorated vessel. One handle (broken)""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9601.06
POINT (-0.544754541533643 53.2267019911379),98530DE3-14A4-447E-989A-EB7A39FBC482,,Lincoln Heritage Database Event No,1477,,"""Jugs, Great Central dock""",Primary,JUG,,Uncertain,,,"""Broken jugs""",Summary,497247,370950,,,,,,,,,,,,Chance find,The Collection,249.07
,98530DE3-14A4-447E-989A-EB7A39FBC482,,,,,,Primary,SHERD,CERAMIC,Uncertain,,,,Summary,,,,,,,,,,,,,,,,
POINT (-0.537271292964865 53.2291364821631),9889CEA4-8C7B-42B4-AC60-E008608E1C86,,Lincoln Heritage Database Event No,3125,,"""Roman Tombstone, St. Swithins Church, Saltergate""",Primary,TOMBSTONE,STONE,Roman,0043,0410,"""Observation of a Roman carved tombstone of a youth holding a hare, found during the construction of St Swithins Church""",Summary,497741,371231,,,,,,,,,,,,Chance find,,
POINT (-0.540660878393859 53.2373945549992),98BE2654-AB30-44F4-B658-C5173B876B6B,,Lincoln Heritage Database Event No,4582,,"""Medieval Architectural Fragment, 49 Cecil Street""",Primary,ARCHITECTURAL FRAGMENT,STONE,Medieval,1066,1540,"""Oolitiic limestone corbel of possibly medieval date found loose in rubble in the garden of the property.""",Summary,497496,372145,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.544435065374944 53.2317053170002),999893D6-F619-4680-97F0-DB2BC76F6114,,Lincoln Heritage Database Event No,1498,,"""Roman Flagon, Lancaster House West Parade""",Primary,FLAGON,CERAMIC,Roman,0043,0410,"""Roman flagon of date 110-120 AD. Presumed burial or cremation but no evidence found""",Summary,497257,371507,,,,,,,,,,,,Chance find,The Collection,5.71
POINT (-0.530283616126378 53.2415730988345),99D21643-06A3-4B86-9B3D-B64767989587,,Lincoln Heritage Database Event No,10641,,"""Post Medieval Token, Haffenden Road""",Primary,TOKEN,,Post Medieval,1540,1901,"""Find of Nuremberg token of Wulf Laufer (17C). Exact location not recorded in Archaeological Notes""",Summary,498179,372624,,,,,,,,,,,,Chance find,The Collection,120.73
POINT (-0.539616833223335 53.2306485333098),9A14DA94-5260-4184-B14F-6B1C49891C76,,Lincoln Heritage Database Event No,1522,,"""Post Medieval Bronze Apothecary's Mortar, Boots old premises High Street""",Primary,MORTAR (VESSEL),BRONZE,Post Medieval,1540,1901,"""Bronze apothecarys mortar. Inscribed IN DEO SPES MEA (in God is my hope) ANNO 1583""",Summary,497581,371396,"""IN DEO SPES MEA ANNO 1583""",Latin,,Roman,,,,,,,,Chance find,The Collection,71.76
POINT (-0.574401384649471 53.1987069867941),9CCA72EB-702D-4778-82AD-5214E0912A04,,Lincoln Heritage Database Event No,10673,,"""Roman Coin, 43 Doddington Road""",Primary,COIN,BRONZE,Roman,0043,0410,"""Find of a Roman coin; a bronze denarius of Severus AD 193-211, minted 198-202. Rev. VICTORIA AVGG FEI. Victory to left with wreath and shield""",Summary,495330,367796,,,,,,,,,,,,Chance find,The Collection,62.74
POINT (-0.530986463431061 53.2372397678022),9D0C9879-249A-48C8-927E-DB6465D41BCE,,Lincoln Heritage Database Event No,3042,,"""Roman Flagon Neck, St Peter in Eastgate Cemetery""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Find of Roman 2nd-century flagon neck in cream fabric""",Summary,498142,372141,,,,,,,,,,,,Chance find,The Collection,
,9D0C9879-249A-48C8-927E-DB6465D41BCE,,,,,,Primary,FLAGON,CERAMIC,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.538435305057378 53.2371874957676),9D5BB851-5C3F-4F72-93E3-22DEC2129860,,Lincoln Heritage Database Event No,1584,,"""Roman Samian Ware, 50 Newport. Lincoln Co-op building Newport Arch""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman Samian ware. Form 37""",Summary,497645,372125,,,,,,,,,,,,Chance find,The Collection,380.37
POINT (-0.538641070144649 53.2430242859105),9D828C9F-8E1F-4345-81D3-B5FC7361925A,,Lincoln Heritage Database Event No,1588,,"""Roman Flagon, Anti-Airforce HQ Newport""",Primary,FLAGON,CERAMIC,Roman,0043,0410,"""RB buffware flagon""",Summary,497618,372774,,,,,,,,,,,,Chance find,The Collection,19.38
POINT (-0.538177591410643 53.2319973165033),9DC8FBB4-4915-46EE-9D2B-63BB861E2924,,Lincoln Heritage Database Event No,1652,,"""Medieval Floor Tile, South of Danes Terrace""",Primary,TILE,TILE,Medieval,1066,1540,"""Fragment of medieval green-glazed floor tile""",Summary,497674,371548,,,,,,,,,,,,Chance find,The Collection,176.78
POINT (-0.540427040427658 53.2328159697179),9E751C08-5A90-4F2D-87B3-79C446D16651,,Lincoln Heritage Database Event No,649,,"""Roman and Medieval Pottery, Spring Hill/Michaelgate""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman, Late-Saxon, Saxo-Norman, medieval and post-medieval pottery was found by chance. Exact location unknown""",Summary,497522,371636,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.548285543088097 53.2130987696217),9E784517-9B62-4B76-BE2C-4782524B323F,,Lincoln Heritage Database Event No,1487,,"""Medieval Hook and Keys, Site of St Catherines Priory""",Primary,KEY (LOCKING),IRON,Medieval,1066,1540,"""Bronze hook and six iron keys""",Summary,497042,369432,,,,,,,,,,,,Chance find,The Collection,746.08
POINT (-0.579686212209 53.2154548445737),9EDAE344-2B33-4B18-B54C-884C42125D0C,,Lincoln Heritage Database Event No,331,,"""Roman Pottery, 21 Hartsholme Drive""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Casual finds were made of three or four sherds of Roman pottery. They were probably associated with the nearby Swanpool kilns""",Summary,494940,369652,,,,,,,,,,,,Chance find,The Collection,26.78
POINT (-0.541132971538221 53.2279162695809),9F2B4BB2-B55C-4E6D-8572-1A00558C7D38,,Lincoln Heritage Database Event No,1494,,"""Iron Urns, Capital and Counties Bank (Lloyds TSB)""",Primary,URN,CERAMIC,Uncertain,,,"""Iron urns""",Summary,497486,371090,,,,,,,,,,,,Chance find,The Collection,610.09
POINT (-0.523889518734338 53.2370801807837),9FFB3EE5-0D3D-45CD-845C-A833BAB9194F,,Lincoln Heritage Database Event No,561,,"""Roman Pottery, Geralds Close""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman pottery associated with 3-4 inhumations.""",Summary,498616,372133,,,,,,,,,,,,Chance find,The Collection,15.58ac
POINT (-0.538516910872983 53.2303923319348),A071D4BC-2324-41A9-9A2F-76650A2D19F2,,Lincoln Heritage Database Event No,1570,,"""post Medieval bone Skate, Ye Olde Crowne Clasketgate""",Primary,ICE SKATE,Bone,Post Medieval,1540,1901,"""Bone skate found associated with 16th century pottery""",Summary,497655,371369,,,,,,,,,,,,Chance find,The Collection,363.37
,A071D4BC-2324-41A9-9A2F-76650A2D19F2,,,,,,Primary,SHERD,CERAMIC,Post Medieval,1540,1901,,Summary,,,,,,,,,,,,,,,,
POINT (-0.542156191597086 53.2224900544894),A114E3FC-2946-4671-8FB3-03E93228DEA5,,Lincoln Heritage Database Event No,607,,"""Roman Tombstone, Monson Street""",Primary,TOMBSTONE,STONE,Roman,0043,0410,"""A Roman tombstone, broken in pieces and thrown into a hole c.7 to 8 feet (2.13m-2.44m) deep, was found here (exact location unknown)""",Summary,497430,370485,,,,,,,,,,,,Chance find,,
POINT (-0.539827417336686 53.2297431596142),A21695BE-45FF-4752-B9C0-69FAB7FDAB2E,,Lincoln Heritage Database Event No,1567,,"""Roman Urn, St Peter at Arches""",Primary,URN,CERAMIC,Roman,0043,0410,"""Broken RB grey ware urn with gritty particles""",Summary,497569,371295,,,,,,,,,,,,Chance find,The Collection,359.37
,A21695BE-45FF-4752-B9C0-69FAB7FDAB2E,,,,,,Primary,SHERD,CERAMIC,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.54447498016774 53.2336205956491),A267F2C2-9F74-46AD-8F16-861066500CEC,,Lincoln Heritage Database Event No,10629,,"""Roman Coin, Alexandra Terrace""",Primary,COIN,METAL,Roman,0043,0410,"""Find of Roman coin, an as of Nero, AD54-68.  Exact location not recorded in Archaeological Notes""",Summary,497250,371720,,,,,,,,,,,,Chance find,,
POINT (-0.543798112297087 53.2239844280245),A26D521D-5D92-470A-900C-058041FA5EA8,,Lincoln Heritage Database Event No,10625,,"""Roman Pottery, High Street""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Find of 3rd-4th-century Roman greyware pottery, including some Swanpool forms and mortaria. Found during alterations.""",Summary,497317,370649,,,,,,,,,,,,Chance find,,
POINT (-0.542994995725708 53.2326406243686),A2F485D4-8A63-4C7A-B742-2F2FFDD08D24,,Lincoln Heritage Database Event No,7882,,"""Grave Slab, Motherby Hill""",Primary,TOMBSTONE,STONE,Uncertain,,,"""Portion of inscribed grave slab""",Summary,497351,371613,,,,,,,,,,,,Chance find,,
POINT (-0.512089144647277 53.2316924978068),A30952CF-4060-403F-9C03-8A6072A3CDE3,,Lincoln Heritage Database Event No,3047,,"""Roman Samian Sherd, 57 Hillside Avenue""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Find of decorated Roman samian sherd from Drag.37, found in garden""",Summary,499416,371550,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.537408181036762 53.2295157269355),A30A56E6-55EF-4B4D-BDFE-2F3F65A263A2,,Lincoln Heritage Database Event No,1537,,"""Encaustic Tiles, Greyfriary Yard""",Primary,FLOOR TILE,ENCAUSTIC TILE,Uncertain,,,"""Encaustic tiles""",Summary,497731,371273,,,,,,,,,,,,Chance find,The Collection,935.13
POINT (-0.539827417336686 53.2297431596142),A30BDB9A-43A7-46F0-AD32-6D8C09BFE3F3,,Lincoln Heritage Database Event No,1578,,"""Roman Samian Ware, St Peter at Arches""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Fragment of Roman samian ware. Form 33. MACCALIM (BASE)""",Summary,497569,371295,,,,,,,,,,,,Chance find,The Collection,372.37
POINT (-0.53777885775271 53.2300686428939),A3DE7E97-A49E-4992-969D-D09851088ACD,,Lincoln Heritage Database Event No,1491,,"""Roman Samian Ware, Co-op Silver Street""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Samian with scroll design painted""",Summary,497705,371334,,,,,,,,,,,,Chance find,The Collection,59.11
POINT (-0.540660340145346 53.2136169380575),A485B6EC-E4CA-44C2-A25A-0A19DDC195F8,,Lincoln Heritage Database Event No,1665,,"""Roman Lamp, South Common""",Primary,LAMP,CERAMIC,Roman,0043,0410,"""Fragmentary Roman lamp in association with 97.81. Exact location unknown""",Summary,497550,369500,,,,,,,,,,,,Chance find,The Collection,101.81
POINT (-0.509807858429569 53.2309448255213),A4ED4C29-56EE-4E7D-B180-59729D2D2EED,,Lincoln Heritage Database Event No,1475,,"""Iron Nail, Greetwell Villa""",Primary,NAIL,IRON,Roman,0043,0410,"""Iron nail""",Summary,499570,371470,,,,,,,,,,,,Chance find,The Collection,28.07
POINT (-0.537827890466012 53.2277499164593),A4F10077-8FDC-4B5B-9BA4-F4257B78D1A3,,Lincoln Heritage Database Event No,1653,,"""Clay pipe Bowls, Co-op building Sincil Street""",Primary,CLAY PIPE (SMOKING),CERAMIC,Post Medieval,1540,1901,"""Two clay pipe bowls one marked HURST/LINCOLN (c.1771-1812) the other BARTRAM/LINCOLN (c.1775-96)""",Summary,497707,371076,,,,,,,,,,,,Chance find,The Collection,179.78
POINT (-0.539827417336686 53.2297431596142),A677BFE6-0661-405D-A38A-6F8B72E7B1FD,,Lincoln Heritage Database Event No,1568,,"""Roman Platter, St Peter at Arches""",Primary,PLATTER,CERAMIC,Roman,0043,0410,"""Grey ware platter""",Summary,497569,371295,,,,,,,,,,,,Chance find,The Collection,360.37
POINT (-0.537408181036762 53.2295157269355),A74E2CC0-C9D6-46DF-B568-80063A931D64,,Lincoln Heritage Database Event No,1547,,"""Roman Bronze Ring, Greyfriary Yard""",Primary,RING,BRONZE,Roman,0043,0410,"""Roman bronze ring""",Summary,497731,371273,,,,,,,,,,,,Chance find,The Collection,83.15
POINT (-0.546019562656537 53.2234092419908),A7EA058D-903C-4EE3-8810-22E58D238AC5,,Lincoln Heritage Database Event No,1649,,"""Medieval Jug, Rustons works Anchor Street""",Primary,JUG,CERAMIC,Medieval,1066,1540,"""Medieval Lincoln ware jug""",Summary,497170,370582,,,,,,,,,,,,Chance find,The Collection,61.78
POINT (-0.535285503480792 53.2311347666146),AACAAD6D-7010-4E98-9316-5C7717184676,,Lincoln Heritage Database Event No,1472,,"""Roman Coin Moulds, City Gaol Sessions House""",Primary,COIN MOULD,Clay,Roman,0043,0410,"""19.07-22. Four Roman clay coin moulds used by forgers""",Summary,497869,371456,,,,,,,,,,,,Chance find,The Collection,19.07
POINT (-0.565870994415098 53.233151774631),AC1DB55C-4580-4C10-93D5-0DBEDB6F651D,,Lincoln Heritage Database Event No,1523,,"""Anglo Saxon Bronze Brooch, Fossdyke behind Carholme Grandstand""",Primary,BROOCH,BRONZE,Early Medieval,0410,1066,"""Find of an Anglo-Saxon (6th century) small-long trefoil brooch of bronze, found in the silt of the Fossdyke behind the Carholme grandstand.""",Summary,495823,371639,,,,,,,,,,,,Chance find,The Collection,80.76
POINT (-0.538061950411951 53.2340725044057),AC37336E-A688-48B4-95C0-C0350280B2B7,,Lincoln Heritage Database Event No,313,,"""Roman Pottery, Deanery""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Roman pottery was found in a deposit of soil which sealed a Roman tessellated floor below the Deanery""",Summary,497677,371779,,,,,,,,,,,,Chance find,The Collection,
POINT (-0.534790694796792 53.2311466646226),ACD9FD21-12B1-46E2-80D3-80DA30A264F3,,Lincoln Heritage Database Event No,1470,,"""Roman Stone Coffin, Technical College, Monks Road""",Primary,COFFIN,STONE,Roman,0043,0410,"""Roman stone coffin. TMA 41 78""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,10902.06
POINT (-0.537408181036762 53.2295157269355),ADF71C1D-91D5-47F7-84AC-FD8A95F5FE85,,Lincoln Heritage Database Event No,1535,,"""Encaustic Tiles, Greyfriary Yard""",Primary,FLOOR TILE,ENCAUSTIC TILE,Uncertain,,,"""Encaustic tiles""",Summary,497731,371273,,,,,,,,,,,,Chance find,The Collection,933.13
POINT (-0.541698034728 53.2280400496003),AE29788A-580F-48E5-BEEA-D321A6994C2E,,Lincoln Heritage Database Event No,570,,"""Roman Tile, St Benedicts Square""",Primary,TILE,TILE,Roman,0043,0410,"""A Roman tile, stamped `LVLF', was found on the site of the Lincolnshire Echo offices""",Summary,497448,371103,"""LVLF""",Latin,,,,,,,,,,Chance find,The Collection,208.31
POINT (-0.509807858429569 53.2309448255213),AE47AB81-C50D-455D-B3A9-52DDECA45C60,,Lincoln Heritage Database Event No,1471,,"""Mosaic Floor, Greetwell Villa""",Primary,MOSAIC,STONE,Roman,0043,0410,"""Eight panels of Roman mosaic floor""",Summary,499570,371470,,,,,,,,,,,,Chance find,The Collection,10905.06
POINT (-0.533920724594662 53.2342463837571),AE594F92-9A82-4F53-9639-6D026A273C48,,Lincoln Heritage Database Event No,549,,"""Post Medieval Finds, 10 Minster Yard""",Primary,SHERD,CERAMIC,Post Medieval,1540,1901,"""Clay pipes, glass and post-medieval (18th century) pottery were found here during alterations. (nb original record says 10 Pottergate)""",Summary,497953,371804,,,,,,,,,,,,Chance find,The Collection,
,AE594F92-9A82-4F53-9639-6D026A273C48,,,,,,Primary,CLAY PIPE (SMOKING),CERAMIC,Post Medieval,1540,1901,,Summary,,,,,,,,,,,,,,,,
POINT (-0.547153852101196 53.2160066160693),AEB99522-337E-4EF5-B4C6-A6353EA08278,,Lincoln Heritage Database Event No,1662,,"""Medieval Brass Jeton, 26 Tealby Street""",Primary,JETTON,BRASS,Medieval,1066,1540,"""English 14th century brass jeton. Obv sexfoil with pattern of voided Os. Rev cross fleur-de-lys with crosslets round edge""",Summary,497111,369757,,,,,,,,,,,,Chance find,The Collection,142.8
POINT (-0.534780435137088 53.2301307087234),AF7E8DBA-7AF5-4567-A37B-DD0BEBCA92B4,,Lincoln Heritage Database Event No,1626,,"""Roman Pottery, St Hughs School Friars Lane""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""Samian and coarse pottery including stamp of SACER and bowl of Form 37 by DOECCVS I""",Summary,497905,371345,,,,,,,,,,,,Chance find,The Collection,5.61
,AF7E8DBA-7AF5-4567-A37B-DD0BEBCA92B4,,,,,,Primary,BOWL,CERAMIC,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.539575599234348 53.2292186754033),B0553F7F-C439-4DA6-8B2C-531DA5841756,,Lincoln Heritage Database Event No,1636,,"""Roman Seal Box, Falcon Hotel Saltergate""",Primary,SEAL BOX,METAL,Roman,0043,0410,"""Roman seal box. 8/10 inches square. Quatrefoil design with enamelling""",Summary,497587,371237,,,,,,,,,,,,Chance find,The Collection,7.64
POINT (-0.531928424935614 53.2316058770781),B0D3E4D3-A353-4D84-BA75-5462F20DDAE3,,Lincoln Heritage Database Event No,320,,"""Roman Pottery, Technical College""",Primary,SHERD,CERAMIC,Roman,0043,0410,"""An extension was built to the college and during this work a quantity of Roman pottery was recovered, including a Roman crucible""",Summary,498092,371513,,,,,,,,,,,,Chance find,The Collection,
,B0D3E4D3-A353-4D84-BA75-5462F20DDAE3,,,,,,Primary,CRUCIBLE,CERAMIC,Roman,0043,0410,,Summary,,,,,,,,,,,,,,,,
POINT (-0.524906540259721 53.2284177556849),B147F470-A368-4899-B44F-9181DC671B5A,,Lincoln Heritage Database Event No,1514,,"""Medieval Bronze Key, 9 Bentinck Square""",Primary,KEY (LOCKING),BRONZE,Medieval,1066,1540,"""Bronze key with double web and lozenge shaped bow c.13-14th century""",Summary,498568,371168,,,,,,,,,,,,Chance find,The Collection,93.74
POINT (-0.533955083908146 53.2354334387011),B1712086-D936-4365-9F6F-BC93A37E3C22,,Lincoln Heritage Database Event No,1546,,"""Roman Buckle, 18 Eastgate cemetery""",Primary,BUCKLE,BRONZE,Roman,0043,0410,"""Roman bronze buckle""",Summary,497948,371936,,,,,,,,,,,,Chance find,The Collection,3.15
POINT (-0.534790694796792 53.2311466646226),B1B824B3-9131-4CE2-B886-238D8100F597,,Lincoln Heritage Database Event No,1467,,"""Roman Glass Bottle, School of Art""",Primary,BOTTLE,GLASS,Roman,0043,0410,"""Roman glass bottle. 9 3/4 inches high""",Summary,497902,371458,,,,,,,,,,,,Chance find,The Collection,9640.06
