ResourceID,PRN Type,Protection Type,Heritage Asset Name,Description 1,Description Type 1,Description 2,Description Type 2,Entry Type,External Information System,External Information System PRN,Area Type,Evidence,Designation or Protection Type,Grade,Compiler (Organisation),Compiler (Person),Date of Compilation,Date of Last Update,GIS File,GIS REFERENCE FIELD,GIS REFERENCE,wkt
bfef7cc5-c4d4-4971-8437-1f7e1b9f47ea,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.54339 53.23252,-0.54321 53.2325,-0.54324 53.2324,-0.54344 53.23181,-0.54362 53.23132,-0.54377 53.23087,-0.54379 53.23079,-0.54393 53.23032,-0.54399 53.23011,-0.54421 53.22969,-0.54427 53.2296,-0.54436 53.22943,-0.54451 53.22918,-0.54471 53.22881,-0.5448 53.22885,-0.54564 53.22913,-0.5461 53.22928,-0.54683 53.22953,-0.54656 53.22943,-0.54686 53.22953,-0.5473 53.2297,-0.54769 53.22979,-0.54826 53.2299,-0.54876 53.23004,-0.54919 53.23017,-0.54973 53.2303,-0.55108 53.23061,-0.55152 53.23067,-0.55201 53.23071,-0.55253 53.23076,-0.55386 53.23087,-0.55418 53.23092,-0.55599 53.23117,-0.55675 53.23129,-0.55732 53.23139,-0.5583 53.23158,-0.559 53.23172,-0.55894 53.23185,-0.55893 53.23187,-0.55876 53.23222,-0.55861 53.23247,-0.55847 53.23275,-0.55825 53.23302,-0.55795 53.23338,-0.55762 53.23371,-0.557 53.23412,-0.55663 53.23427,-0.5566 53.23428,-0.55661 53.23428,-0.55625 53.23439,-0.55568 53.23457,-0.5549 53.23472,-0.55458 53.23476,-0.55411 53.23481,-0.55341 53.2349,-0.55224 53.23501,-0.55199 53.23502,-0.55103 53.23507,-0.55042 53.23507,-0.54928 53.23506,-0.54915 53.23503,-0.54859 53.2349,-0.5483 53.23477,-0.54822 53.23471,-0.54797 53.23455,-0.54788 53.2345,-0.54706 53.23406,-0.54678 53.23387,-0.54632 53.23357,-0.54587 53.23329,-0.54582 53.23326,-0.54563 53.23317,-0.54536 53.23306,-0.54504 53.23294,-0.54478 53.23286,-0.54473 53.23285,-0.54451 53.23277,-0.54399 53.23263,-0.54358 53.23254,-0.54342 53.23253,-0.54339 53.23252)))"
bffaf51c-de4f-4cff-b299-34f296f2baf1,LARA RAZ AREA,,Woodlands and wood pasture to the south west,"In the High Medieval Era, as in previous Eras, the woodlands to the south-west of the city were an important economic resource for the city as well as for the parish of Boultham in which they lay. The woods were very probably used for pannage throughout the period, as many local place-names indicate, and as the herds of pigs in adjacent parishes such as Swinderby show (Cole 1897-8; Darby 1952, 56-7). The archaeological remains of such use will be fugitive, and neither can we tell to what extent these pigs were owned or bred for consumption in the city. We do need, however, to characterise the woodland management through extensive sampling, particularly in the areas adjacent to wetlands. But the (presumably pollarded or coppiced) woods were not only useful as woodland pasture. They also produced several other products which were important for the city: firewood, timber for construction, charcoal and bark for tanning. The bark would be particularly important, and it may be that the tanneries were located in the southern part of Wigford in order to be close to supplies of this important raw material (RAZ 9.34). The fringes of the woodland on Boultham‰Û¡ÌÝå»s poor soils may also have been important for the cultivation of bracken. Although useful for bedding litter and household fuel, bracken was a crucial source of potash in the medieval period (Rackham 1986, 295), and potash would have been a vital raw ingredient in the dyeing process undertaken in Lincoln (Campbell 1971, 24). Although we can probably identify the archaeological remains of charcoal stands, it is not entirely clear how one should distinguish a medieval potash hearth (although detailed consideration has recently been given to such structures in Cumbria - Bowden 2000, 24-5), but it is likely that the burning would have taken place in or near the place of cultivation. The archaeological remains of these various woodland industries are likely to be fragile, and will consist of a variety of hearths and other structures. Although unspectacular, and if such features can be detected, they will be of considerable interest. The northern edge of the woodland area is likely to have been used for peat cutting; indeed, the changing shapes of the various pools over time might be due to its impact. This industry is also little known in England, although peat must have played an important part in firing many domestic and industrial hearths. Peat is known, for example, to have been used to fire the pottery kilns at Toynton All Saints (Cherry 1991b, 203). A sector of the land between west of the River Witham and the Fosse Way was in Hykeham parish.",Summary,"The RAZ is bounded by the modern city boundary on the south and east. In the south-east, the Newark Road (Fosse Way) has been selected as a likely boundary between the woodland to the north and the river valley towards Bracebridge to the east, which is more likely to have been managed pasture or meadow land. The northern boundary of the RAZ is drawn along the line of peat formation which marks the edge of the former wetland (RAZ 9.7).",Boundary Description,,Lincoln Archaeological Resource Assessment,9.6,Research Agenda Zone,,,,,,,,LARA RAZs.shp,DRAWING,9.6,
bffaf51c-de4f-4cff-b299-34f296f2baf1,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.56913 53.18905,-0.57048 53.18969,-0.57083 53.18984,-0.57211 53.19045,-0.57447 53.19155,-0.57408 53.19183,-0.57517 53.19238,-0.57433 53.19304,-0.57499 53.19337,-0.57435 53.19388,-0.57799 53.19569,-0.57629 53.19643,-0.57505 53.19695,-0.57368 53.19752,-0.57297 53.19781,-0.57162 53.19836,-0.57077 53.1987,-0.57025 53.19892,-0.56948 53.19926,-0.56894 53.1995,-0.56852 53.19969,-0.56774 53.20002,-0.56704 53.20026,-0.56642 53.20046,-0.56556 53.20065,-0.56493 53.20081,-0.56393 53.201,-0.56294 53.20114,-0.56213 53.20129,-0.56117 53.2015,-0.56075 53.20156,-0.56042 53.2016,-0.5597 53.20172,-0.55906 53.20181,-0.55855 53.20188,-0.55767 53.20198,-0.55732 53.20202,-0.55695 53.20206,-0.55707 53.20165,-0.55714 53.20165,-0.55738 53.20097,-0.55747 53.20071,-0.55755 53.20032,-0.55763 53.2,-0.55769 53.19968,-0.55785 53.19926,-0.5581 53.19871,-0.55841 53.19821,-0.55866 53.19777,-0.55891 53.19747,-0.55908 53.19727,-0.55943 53.19687,-0.55978 53.19658,-0.56017 53.19627,-0.56069 53.1959,-0.56098 53.1957,-0.56213 53.19499,-0.56266 53.19469,-0.56322 53.19438,-0.56387 53.194,-0.56445 53.19367,-0.56497 53.19337,-0.56534 53.1931,-0.56556 53.19293,-0.56604 53.19256,-0.56669 53.19206,-0.56726 53.19126,-0.56782 53.19052,-0.56842 53.1898,-0.56871 53.18949,-0.56897 53.18921,-0.56913 53.18905)))"
bffaf51c-de4f-4cff-b299-34f296f2baf1,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.5969 53.2032,-0.5952 53.20466,-0.59374 53.20557,-0.59217 53.207,-0.59094 53.20867,-0.58969 53.21022,-0.58837 53.21172,-0.58729 53.21336,-0.58636 53.21482,-0.58529 53.21554,-0.58452 53.216,-0.58377 53.21644,-0.58287 53.21679,-0.58233 53.217,-0.58156 53.21722,-0.58058 53.21748,-0.57863 53.21796,-0.57747 53.2184,-0.57706 53.21856,-0.57553 53.21899,-0.57264 53.21948,-0.57074 53.21956,-0.56843 53.21943,-0.56748 53.2193,-0.56564 53.21903,-0.56397 53.21867,-0.56288 53.21865,-0.56143 53.21876,-0.55925 53.21912,-0.5589 53.21916,-0.55596 53.21965,-0.55486 53.21976,-0.55406 53.21985,-0.5516 53.22009,-0.55128 53.22005,-0.55124 53.21991,-0.5512 53.2197,-0.55117 53.21955,-0.55123 53.21941,-0.55135 53.21905,-0.55137 53.21896,-0.55141 53.21886,-0.55159 53.2183,-0.55176 53.21783,-0.55182 53.21719,-0.55185 53.21664,-0.55181 53.2157,-0.55174 53.21543,-0.55137 53.21457,-0.55125 53.21425,-0.5511 53.21308,-0.55143 53.21243,-0.55165 53.21217,-0.55191 53.2119,-0.55239 53.21135,-0.55259 53.21123,-0.5533 53.21081,-0.55379 53.21047,-0.55518 53.20974,-0.5555 53.20966,-0.55611 53.20948,-0.5564 53.2094,-0.55662 53.20934,-0.55682 53.20929,-0.5569 53.20927,-0.55702 53.20924,-0.55731 53.20915,-0.55753 53.2091,-0.55859 53.20864,-0.55904 53.20843,-0.5594 53.20827,-0.55976 53.20808,-0.5601 53.20789,-0.5606 53.20762,-0.56125 53.20713,-0.5615 53.20686,-0.56165 53.20635,-0.56165 53.20602,-0.56161 53.20587,-0.5615 53.20572,-0.56115 53.20553,-0.56014 53.20552,-0.5591 53.20567,-0.55754 53.20602,-0.55727 53.20595,-0.55668 53.20487,-0.55654 53.20461,-0.55658 53.20433,-0.5566 53.20422,-0.55663 53.20412,-0.55665 53.204,-0.55681 53.20309,-0.55697 53.20221,-0.55741 53.20216,-0.55818 53.20209,-0.55885 53.20201,-0.55933 53.20194,-0.56032 53.20181,-0.56045 53.20179,-0.56097 53.20171,-0.56137 53.20163,-0.56256 53.20139,-0.5633 53.20127,-0.56344 53.20124,-0.5643 53.20109,-0.56499 53.20096,-0.56534 53.2009,-0.56601 53.20072,-0.56627 53.20065,-0.56681 53.20051,-0.56706 53.20044,-0.56748 53.20031,-0.56804 53.20012,-0.56865 53.19983,-0.56904 53.19967,-0.56982 53.19933,-0.57067 53.19894,-0.57158 53.19857,-0.57187 53.19847,-0.57273 53.19814,-0.57366 53.19775,-0.57464 53.19735,-0.57569 53.19691,-0.57651 53.19657,-0.57741 53.19623,-0.57783 53.19606,-0.57814 53.19622,-0.57866 53.19649,-0.58067 53.19754,-0.58107 53.19737,-0.58143 53.19737,-0.58236 53.19715,-0.58286 53.19704,-0.5832 53.19744,-0.58332 53.19762,-0.58345 53.1978,-0.58353 53.19813,-0.58337 53.19818,-0.5832 53.19824,-0.58345 53.19863,-0.58384 53.19855,-0.5843 53.19901,-0.58509 53.19883,-0.58536 53.19887,-0.5867 53.19854,-0.58902 53.19988,-0.58807 53.20052,-0.59045 53.20111,-0.59164 53.20138,-0.59252 53.2016,-0.59415 53.20199,-0.59454 53.20208,-0.59573 53.20236,-0.59738 53.20278,-0.5972 53.20294,-0.59704 53.20308,-0.5969 53.2032)))"
bffaf51c-de4f-4cff-b299-34f296f2baf1,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.59599 53.22886,-0.59589 53.22876,-0.59578 53.22864,-0.59514 53.22799,-0.59504 53.22789,-0.59476 53.2276,-0.59438 53.22723,-0.5937 53.2266,-0.59319 53.2261,-0.5927 53.22559,-0.59214 53.22497,-0.59151 53.22427,-0.59084 53.22341,-0.59037 53.22303,-0.58965 53.22247,-0.58918 53.22206,-0.58792 53.22038,-0.5879 53.21964,-0.58859 53.21891,-0.58999 53.21812,-0.59159 53.21714,-0.59253 53.21631,-0.59404 53.21448,-0.59429 53.21419,-0.59503 53.21324,-0.59539 53.21251,-0.59568 53.21192,-0.59572 53.21172,-0.59578 53.21146,-0.59584 53.21125,-0.59621 53.2099,-0.59669 53.20844,-0.59675 53.20745,-0.59688 53.2064,-0.59692 53.20608,-0.59698 53.20594,-0.59706 53.20578,-0.59723 53.20541,-0.59761 53.20506,-0.59834 53.20438,-0.5985 53.20423,-0.59925 53.2037,-0.59948 53.20368,-0.5996 53.20366,-0.59974 53.20364,-0.59987 53.20363,-0.60008 53.2036,-0.60028 53.20357,-0.60057 53.20353,-0.60103 53.20347,-0.60142 53.20342,-0.60193 53.20329,-0.60268 53.20311,-0.6034 53.20293,-0.60437 53.20264,-0.60497 53.20249,-0.60599 53.20216,-0.60644 53.20204,-0.6068 53.20192,-0.60744 53.20187,-0.60809 53.20186,-0.60846 53.20186,-0.60896 53.20185,-0.60928 53.2019,-0.60975 53.20198,-0.61134 53.20226,-0.61228 53.20242,-0.61372 53.20267,-0.61433 53.20305,-0.61444 53.20313,-0.61481 53.20338,-0.61502 53.20356,-0.61507 53.20385,-0.61495 53.20441,-0.61492 53.20453,-0.61488 53.20475,-0.61483 53.20499,-0.6148 53.20516,-0.61485 53.20525,-0.61504 53.20538,-0.61527 53.20556,-0.61572 53.20592,-0.61607 53.20617,-0.61666 53.20661,-0.61765 53.20735,-0.61786 53.20742,-0.61867 53.2077,-0.61949 53.20798,-0.61973 53.20804,-0.61945 53.20844,-0.6193 53.20869,-0.6188 53.20934,-0.61833 53.21001,-0.6181 53.21034,-0.61793 53.21059,-0.61786 53.21117,-0.61782 53.21147,-0.61781 53.21156,-0.61777 53.21204,-0.61773 53.21237,-0.6177 53.21269,-0.61767 53.21299,-0.61765 53.21317,-0.61764 53.21329,-0.61761 53.21353,-0.61758 53.21382,-0.61747 53.21432,-0.61787 53.21466,-0.61815 53.2149,-0.61839 53.2151,-0.61862 53.21532,-0.61917 53.21576,-0.6195 53.21603,-0.62035 53.21673,-0.62057 53.21681,-0.62151 53.21713,-0.62222 53.21741,-0.62257 53.21756,-0.62198 53.21773,-0.62164 53.21782,-0.62062 53.21809,-0.61979 53.2183,-0.61932 53.21842,-0.61845 53.21865,-0.61756 53.21888,-0.61605 53.21927,-0.61615 53.21943,-0.61637 53.21979,-0.61673 53.2204,-0.61701 53.22087,-0.61684 53.22091,-0.61666 53.22096,-0.61655 53.22099,-0.61639 53.22102,-0.6159 53.22115,-0.61562 53.22122,-0.61565 53.22184,-0.61565 53.22189,-0.6146 53.22216,-0.6141 53.22239,-0.61386 53.2225,-0.61319 53.22282,-0.6129 53.22296,-0.61203 53.22336,-0.61183 53.22346,-0.61148 53.22362,-0.61047 53.22409,-0.61001 53.22367,-0.60961 53.22332,-0.60914 53.22291,-0.60858 53.22244,-0.60836 53.22263,-0.60818 53.2228,-0.608 53.22298,-0.60768 53.22329,-0.60737 53.22358,-0.60684 53.22405,-0.60662 53.22417,-0.60619 53.22439,-0.60594 53.22452,-0.60553 53.22459,-0.60525 53.22472,-0.60475 53.22475,-0.60375 53.22503,-0.60336 53.22517,-0.60224 53.22591,-0.60153 53.22635,-0.60115 53.22661,-0.60104 53.22671,-0.60026 53.22711,-0.59947 53.22753,-0.59852 53.22802,-0.5974 53.22867,-0.59647 53.22935,-0.59599 53.22886)))"
c02c02f0-c579-435b-ac43-0d6df93b6d81,LARA RAZ AREA,,Drill Hall Broadgate,"The great increase in volunteer military service in the second half of the 19th century, represented in Lincoln by the construction first of the Militia Barracks, and then of the Sobraon Barracks (RAZ 11.82, RAZ 11.83), also resulted in pressure for the provision of a drill hall in which the various militia companies could practise in wet weather. The Sessions House had been used in the past (Hill 1974, 77n), but in 1890 Joseph Ruston responded to public pressure and provided the funds for a purpose-built hall in Broadgate (the architect was Major F.H. Goddard). As a relatively unaltered, purpose-built, drill hall it has a number of unusual features of considerable interest, which require detailed recording during repair or alteration. Of these the specially constructed floor, of wooden blocks set in pitch over a concrete base, was specially designed to make a satisfactory sound when drilled on, whilst the acoustics were said to have been designed specifically to allow orders to heard clearly in any part of the hall. Of equal interest are the additional spaces provided behind the faÌÎå_ade and alongside the hall itself. These include an armoury with magazine, a gymnasium and a soup-kitchen as well as accommodation for both officers and NCOs, the internal fittings of which differ in a number of telling ways. Even more interesting will probably be the ‰Û¡ÌÝÌáMorris tubes‰Û¡ÌÝå», which were installed below the northern annex and housed an indoor rifle range soundproofed to prevent disturbance to neighbours. The bellicose design of the Broadgate frontage expresses perfectly the militarism with which all classes were engaged in the 1880s and 90s, and which was to lead shortly to the Boer War, in which the Lincolnshire Regiment was deeply involved. The building requires recording during repair work in order to elucidate the original plan and to explain architectural details and fittings.",Summary,The RAZ is mapped following the boundaries depicted on the 2nd edition O.S. map and includes a 10m wide extension on each side to accommodate buried features not mapped.,Boundary Description,,Lincoln Archaeological Resource Assessment,11.84.1,Research Agenda Zone,,,,,,,,LARA RAZs.shp,DRAWING,11.84.1,
c02c02f0-c579-435b-ac43-0d6df93b6d81,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.5366 53.22967,-0.5371 53.2297,-0.53711 53.22967,-0.53739 53.22968,-0.53737 53.22987,-0.53729 53.22987,-0.5373 53.22999,-0.53714 53.23,-0.53701 53.23001,-0.53702 53.23003,-0.53694 53.23003,-0.53691 53.22984,-0.53657 53.22982,-0.5366 53.22967)))"
c07ff71b-8af7-43e4-b4ea-32760a4accdf,LTA CHARACTER AREA,,West Parade & Beaumont Fee North Character Area,"‰Û¡ÌÝÌWest Parade and Beaumont Fee (north) Character area has a largely coherent townscape from the Late Victorian/Edwardian Period [1869-1919] including terraced housing (now mostly converted to commercial use) and commercial buildings. The current townscape is also influenced by earlier elements such as the mainly medieval street pattern, itself influenced by the Roman Colonia and medieval walled lower city, and early 19th century buildings including Beaumont Manor and small terraced houses.The common characteristics of the terraced houses and buildings greatly influence the character. They include relatively narrow, two to three storey buildings in red Albion brick, gabled slate roofs, vertical wooden sliding sash windows including many canted ground floor or two storey bay windows, and shallow forecourts with low brick walls.‰Û¡ÌÝå",Summary,,,,Lincoln Townscape Assessment,LTA 38,Character Area,,,,,,,,LTA Character Areas.shp,Reference_,47,
c07ff71b-8af7-43e4-b4ea-32760a4accdf,,,,,,,,,,,,,,,,,,,,,,"GEOMETRYCOLLECTION(POLYGON((-0.54209 53.23059,-0.54215 53.23098,-0.54238 53.231,-0.5424 53.231,-0.54242 53.23101,-0.54248 53.23101,-0.54252 53.23102,-0.54257 53.23102,-0.5428 53.23106,-0.54273 53.23106,-0.54272 53.23117,-0.54275 53.23117,-0.54275 53.23121,-0.54275 53.23122,-0.54274 53.23128,-0.54278 53.23128,-0.54277 53.23134,-0.54276 53.23139,-0.54276 53.2314,-0.54326 53.23142,-0.54333 53.23143,-0.54331 53.2315,-0.5433 53.23154,-0.54357 53.23159,-0.54352 53.23178,-0.54329 53.23176,-0.54316 53.23182,-0.54311 53.23183,-0.54309 53.23183,-0.54299 53.23181,-0.54258 53.2317,-0.54237 53.23164,-0.54224 53.23166,-0.54223 53.23165,-0.54222 53.23176,-0.54225 53.23233,-0.54224 53.23239,-0.54218 53.23239,-0.54214 53.23239,-0.54184 53.23239,-0.54161 53.23239,-0.54161 53.23234,-0.54161 53.23224,-0.54161 53.23215,-0.54162 53.23206,-0.54135 53.23205,-0.54136 53.23192,-0.54147 53.23193,-0.54166 53.23194,-0.54168 53.23181,-0.54151 53.2318,-0.54151 53.23179,-0.54119 53.23177,-0.54121 53.23168,-0.54122 53.23163,-0.54068 53.23163,-0.54068 53.2316,-0.54069 53.2315,-0.5407 53.23131,-0.54072 53.23119,-0.541 53.23075,-0.54104 53.23066,-0.54115 53.23041,-0.54166 53.23051,-0.54209 53.23059)),LINESTRING(-0.5428 53.23106,-0.54281 53.23106))"
c0e64ec0-d524-406c-9d06-e1231492100f,LARA RAZ AREA,,Girls' High School,"The Lincoln Girls' High School was founded in 1893 and new buildings were provided on a new site in the eastern part of what had been Temple Gardens (RAZ 11.76). Both the initial building and its extension (of 1911) were designed by William Watkins (Burgess 1990, 41-2). As with the Upper School building further up the hill (RAZ 11.57), Watkins‰Û¡ÌÝå» important design expresses the democratic aspirations of the 1870 Education Act, with the additional interest in that it was designed to cater for females. Comparison with the almost contemporary Upper School may reveal interesting differences in the education of the sexes, but all comparisons will be most instructive. It is a building with an interesting and complex ground-plan and also many very fine details in terracotta and other materials which express the building‰Û¡ÌÝå»s original purpose. Detailed records need to be made of the fabric and of the architectural details before repair and alterations are undertaken.",Summary,The RAZ is mapped following the site‰Û¡ÌÝå»s depiction on the 1907 O.S. map and it includes a 10m wide extension on each side to accommodate buried features not mapped.,Boundary Description,,Lincoln Archaeological Resource Assessment,11.58,Research Agenda Zone,,,,,,,,LARA RAZs.shp,DRAWING,11.58,
c0e64ec0-d524-406c-9d06-e1231492100f,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.53514 53.2327,-0.535 53.23269,-0.53473 53.23266,-0.53466 53.23266,-0.53461 53.23266,-0.53449 53.23265,-0.53438 53.23264,-0.53427 53.23264,-0.53427 53.23263,-0.53425 53.23256,-0.53423 53.23245,-0.53422 53.23238,-0.53422 53.23233,-0.53453 53.23233,-0.53483 53.23232,-0.53514 53.23232,-0.53515 53.23232,-0.53515 53.23249,-0.53515 53.23255,-0.53514 53.23265,-0.53514 53.23268,-0.53514 53.2327)))"
c191f605-5d7c-4d74-bca5-3630cda67a63,LARA RAZ AREA,,Long distance road routes,"The same three roads which had linked Lincoln to other cities and regions in the previous Era continued in use in the Industrial Era. The road which linked the city to London in the south arrived at the city boundary at Cross O‰Û¡ÌÝå»Cliff Hill, from where it headed down the steep slope towards the large open area of Swine Green. This road was part of the turnpike from Sleaford and Peterborough for which an Act was obtained in 1756 (Wright 1982, 37). The course of the turnpike road probably lay along the modern road, which is deeply cut into a hollow way at this point. Evidence for repair and neglect of the road might be helpful in indicating the varying weight of traffic over time, especially in comparison with similar results from Ermine Street north of the city and from the Fosse Way. In particular the work leading up to Macadamisation of the road surface will be of engineering interest and ought to be visible in sections across the road. The RAZ for this road includes the pinfold west of the road and near the top of the hill. This could have been used to impound strays on the South Common, but as it is not near the town gate we should explore the possibility that it was used overnight to fold animals driven along the main road. The long-distance route towards Newark and Nottingham, the Fosse Way, joined the modern city boundary at a point well outside the medieval city‰Û¡ÌÝå»s jurisdiction. The road was turnpiked in 1777 (Wright 1982, 37). Like the Ermine Street north and south of the city, the line of the medieval road continued in use, including the Witham crossing (RAZ 11.6.2), after which it headed north-eastwards to join Swine Green, again following the line of its high medieval predecessor along the modern line of Newark Road. It may be possible to say something about the weight of traffic carried by the road by gathering evidence for its neglect and repair during the Industrial Era, especially if such results are compared with similar information from Ermine Street north and south of the city. Again the results of Macadamisation may be visible in section and may be of technical or engineering interest.Ermine Street continued north of Lincoln to York (via Till Bridge Lane) and to Hull (via Glandford Bridge and Barton-on-Humber). This road was turnpiked in 1765 (Wright 1982, 35) and left the walled city at Newport Arch on the line of the modern road. It was presumably considerably narrower than the former market place here and the space between the edges of the new road and the former street line became colonised by new houses (RAZs 11.25, 11.26 & 11.28). In the vicinity of the roundabout at Yarborough Crescent, it crossed the defensive ditch that had previously surrounded the Newport suburb (RAZ 9.51.1). Road works here should be watched for evidence of both the defences themselves, which had been abandoned by this Era, and the bridge or embankment which presumably carried the road over them. Patterns of repair and neglect may be of some use in judging the levels of traffic on the road through time although such evidence will have to be deployed with care. Again the effects of Macadamisation may be visible in section and may be of technical engineering interest.To connect the new turnpike roads north and south of the city, the New Road, now known as Lindum Road, was built in 1786 (Cameron 1985, 79). The connection with Wragby Road, following the Close Wall for part of its route, followed rapidly and by the time of Padley‰Û¡ÌÝå»s 1819 map this through-route is more important than roads leading into the city. The structure of the large embankment for the New Road is of considerable interest from the technical point of view, especially as parts of the cliff which it ascends are notoriously unstable ground and the methods used to anchor the new structure securely will be of engineering interest. The embankment will have also required large quantities of imported rubble etc. and is likely to retain an important collecti",Summary,The RAZ includes the line of the road as depicted on the 1st edition O.S. map and a 10m wide extension on each side to accommodate buried features not mapped.,Boundary Description,,Lincoln Archaeological Resource Assessment,11.6.1,Research Agenda Zone,,,,,,,,LARA RAZs.shp,DRAWING,11.6.1,
c191f605-5d7c-4d74-bca5-3630cda67a63,,,,,,,,,,,,,,,,,,,,,,"MULTIPOLYGON(((-0.53275 53.23336,-0.5324 53.23328,-0.53243 53.23323,-0.53246 53.23308,-0.53242 53.23296,-0.53238 53.23291,-0.53232 53.23282,-0.53227 53.23275,-0.53227 53.23274,-0.53226 53.23268,-0.53226 53.23259,-0.53225 53.23256,-0.53225 53.23255,-0.53232 53.23251,-0.53268 53.23242,-0.53316 53.2323,-0.5332 53.23229,-0.53332 53.23226,-0.53369 53.23216,-0.5343 53.23198,-0.53499 53.23178,-0.53544 53.23165,-0.53564 53.23158,-0.53568 53.23156,-0.53569 53.23156,-0.53574 53.23154,-0.53577 53.23153,-0.53579 53.23152,-0.5358 53.23151,-0.53585 53.23147,-0.53589 53.23145,-0.53592 53.2314,-0.53596 53.23135,-0.536 53.23127,-0.53609 53.23092,-0.53611 53.23088,-0.53612 53.23081,-0.5365 53.23075,-0.53646 53.23081,-0.53642 53.23088,-0.53637 53.23097,-0.53635 53.23107,-0.53629 53.23131,-0.53629 53.23132,-0.53628 53.23135,-0.53626 53.23141,-0.53626 53.23142,-0.53626 53.23143,-0.53611 53.2316,-0.53604 53.23166,-0.53603 53.23167,-0.53601 53.23168,-0.53599 53.23169,-0.53596 53.2317,-0.53591 53.23171,-0.53578 53.23174,-0.53548 53.2318,-0.53524 53.23185,-0.53517 53.23187,-0.53471 53.232,-0.53461 53.23204,-0.53423 53.23216,-0.5341 53.2322,-0.53409 53.2322,-0.53407 53.23221,-0.53395 53.23225,-0.53357 53.23235,-0.53304 53.23247,-0.53294 53.2325,-0.53261 53.23257,-0.53254 53.23259,-0.53251 53.23261,-0.53249 53.23263,-0.53248 53.23265,-0.53247 53.23267,-0.53247 53.23268,-0.53247 53.23269,-0.53247 53.2327,-0.53247 53.23271,-0.53247 53.23272,-0.53258 53.23287,-0.53261 53.23291,-0.53262 53.23292,-0.53264 53.23295,-0.53266 53.23296,-0.53267 53.23298,-0.53268 53.23299,-0.5327 53.23301,-0.53271 53.23301,-0.53274 53.23304,-0.53275 53.23305,-0.53277 53.23306,-0.5328 53.23308,-0.53282 53.23309,-0.53284 53.23311,-0.53286 53.23312,-0.53287 53.23314,-0.53289 53.23315,-0.53293 53.23319,-0.53292 53.2332,-0.53293 53.23321,-0.53293 53.23322,-0.53287 53.23325,-0.53289 53.23326,-0.53286 53.23328,-0.53279 53.23333,-0.53275 53.23336)))"
